asv,Kingdom,Phylum,Class,Order,Family,Genus
asv2838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
asv2839,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA
asv2840,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv2841,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix PCC-6303
asv2842,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA
asv2843,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
asv2844,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA
asv2845,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA
asv2846,Bacteria,NB1-j,NA,NA,NA,NA
asv2847,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv2848,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
asv2849,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
asv2850,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris MBIC11017
asv2851,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA
asv2852,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
asv2853,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,NA
asv2854,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group
asv2855,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA
asv2856,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
asv2857,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib
asv2858,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus
asv2859,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens
asv2860,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Catenovulum
asv2861,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudohaliea
asv2862,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,NA,NA
asv2863,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula
asv2864,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv2865,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,BD2-7,NA
asv2866,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv2867,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA
asv2868,Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-07-19,NA,NA
asv2869,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv2870,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA
asv2871,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 9,NA,NA
asv2872,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv2873,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv2874,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
asv2875,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
asv2876,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Frondibacter
asv2877,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
asv2878,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Anderseniella
asv2879,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
asv2880,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA
asv2881,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA
asv2882,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib
asv2883,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,NA
asv2884,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella
asv2885,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
asv2886,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv2887,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Corallibacter
asv2888,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
asv2889,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
asv2890,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
asv2891,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
asv2892,Bacteria,Bacteroidota,NA,NA,NA,NA
asv2893,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oceanospirillaceae,Oceanospirillum
asv2894,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella
asv2895,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv2896,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv2897,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA
asv2898,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA
asv2899,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv2900,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA
asv2901,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv2902,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia
asv2903,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
asv2904,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
asv2905,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
asv2906,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella
asv2907,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv2908,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
asv2909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
asv2910,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv2911,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
asv2912,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia
asv2913,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia
asv2914,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv2915,Bacteria,NA,NA,NA,NA,NA
asv2916,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,GWE2-31-10
asv2917,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia
asv2918,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
asv2919,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,4572-13,NA
asv2920,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA
asv2921,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA
asv2922,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
asv2923,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus
asv2924,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus
asv2925,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv2926,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv2927,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA
asv2928,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
asv2929,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv2930,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086
asv2931,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
asv2932,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib
asv2933,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA
asv2934,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Gigarickettsia
asv2935,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
asv2936,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
asv2937,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
asv2938,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv2939,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,NA
asv2940,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
asv2941,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia
asv2942,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv2943,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
asv2944,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv2945,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera
asv2946,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
asv2947,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv2948,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv2949,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Salinicola
asv2950,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA
asv2951,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv2952,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus
asv2953,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv2954,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
asv2955,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv2956,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
asv2957,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella
asv2958,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA
asv2959,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv2960,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv2961,Bacteria,Planctomycetota,028H05-P-BN-P5,NA,NA,NA
asv2962,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
asv2963,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
asv2964,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa PCC-7319
asv2965,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera
asv2966,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv2967,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavimarina
asv2968,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv2969,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
asv2970,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA
asv2971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Salinarimonas
asv2972,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
asv2973,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
asv2974,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv2975,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,NA,NA
asv2976,Bacteria,Latescibacterota,NA,NA,NA,NA
asv2977,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
asv2978,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
asv2979,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv2980,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv2981,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
asv2982,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum
asv2983,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv2984,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA
asv2985,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv2986,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
asv2987,Bacteria,NA,NA,NA,NA,NA
asv2988,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv2989,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,NA
asv2990,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
asv2991,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
asv2992,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus
asv2993,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA
asv2994,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv2995,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
asv2996,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina
asv2997,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
asv2998,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv2999,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina
asv3000,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44
asv3001,Bacteria,NA,NA,NA,NA,NA
asv3002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
asv3003,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Gigarickettsia
asv3004,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA
asv3005,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
asv3006,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
asv3007,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv3008,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA
asv3009,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
asv3010,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv3011,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
asv3012,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
asv3013,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,NA
asv3014,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas
asv3015,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Taonella,NA
asv3016,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv3017,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv3018,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
asv3019,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
asv3020,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv3021,Bacteria,NA,NA,NA,NA,NA
asv3022,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
asv3023,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv3024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
asv3025,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA
asv3026,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA
asv3027,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
asv3028,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
asv3029,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3030,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA
asv3031,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
asv3032,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA
asv3033,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
asv3034,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA
asv3035,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
asv3036,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
asv3037,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa PCC-7319
asv3038,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA
asv3039,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv3040,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
asv3041,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Gven-F17,NA
asv3042,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA
asv3043,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Desulfurivibrio
asv3044,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,NA
asv3045,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
asv3046,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola
asv3047,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
asv3048,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
asv3049,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
asv3050,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA
asv3051,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv3052,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv3053,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
asv3054,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella
asv3055,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv3056,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
asv3057,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,T34,NA
asv3058,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
asv3059,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv3060,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv3061,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA
asv3062,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA
asv3063,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3064,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
asv3065,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
asv3066,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA
asv3067,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia
asv3068,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
asv3069,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group
asv3070,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Aestuariicella
asv3071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Marinobacterium
asv3072,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3073,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
asv3074,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
asv3075,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
asv3076,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella
asv3077,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
asv3078,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
asv3079,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Pseudohaliea
asv3080,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA
asv3081,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Halomicronema C2206
asv3082,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
asv3083,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA
asv3084,Bacteria,Planctomycetota,Phycisphaerae,C86,NA,NA
asv3085,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA
asv3086,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA
asv3087,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3088,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA
asv3089,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
asv3090,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv3091,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
asv3092,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hyunsoonleella
asv3093,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group
asv3094,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
asv3095,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv3096,Bacteria,NA,NA,NA,NA,NA
asv3097,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv3098,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
asv3099,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
asv3100,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
asv3101,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
asv3102,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter
asv3103,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv3104,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv3105,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA
asv3106,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
asv3107,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
asv3108,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Agaribacter
asv3109,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Catenovulum
asv3110,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
asv3111,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,NA
asv3112,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv3113,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nioella
